Thương hiệu,Dòng xe,Năm đăng ký,Số Km đã đi,Tình trạng,Loại xe,Dung tích xe,Xuất xứ,Gia_trieu,Tuổi xe
SYM,Shark,2010,20000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,7.0,15
Honda,SH,2021,7000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,75.0,4
Suzuki,Satria,2020,30000,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Nước khác,25.0,5
Honda,Lead,2023,1000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,49.0,2
Yamaha,Exciter,2017,70000,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Đang cập nhật,16.0,8
Piaggio,Sprint,2021,23060,Đã sử dụng,Tay ga,100 - 175 cc,Nước khác,32.0,4
Honda,Future,2001,60000,Đã sử dụng,Xe số,100 - 175 cc,Thái Lan,28.0,24
Honda,Winner X,2022,13000,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Việt Nam,28.0,3
Honda,PS,2008,65000,Đã sử dụng,Tay ga,100 - 175 cc,Nước khác,33.0,17
Honda,Wave,2008,41726,Đã sử dụng,Xe số,50 - 100 cc,Nhật Bản,8.5,17
Yamaha,Exciter,2017,70000,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Đang cập nhật,17.0,8
Honda,Wave,2011,60000,Đã sử dụng,Xe số,100 - 175 cc,Việt Nam,7.0,14
Kymco,Candy Hi,2009,10000,Đã sử dụng,Tay ga,Dưới 50 cc,Đài Loan,10.8,16
Honda,SH,2008,48000,Đã sử dụng,Tay ga,Trên 175 cc,Việt Nam,50.0,17
Honda,Wave,2004,113,Đã sử dụng,Xe số,100 - 175 cc,Việt Nam,16.8,21
Honda,Wave,2015,100000,Đã sử dụng,Xe số,50 - 100 cc,Hàn Quốc,1.8,10
Honda,Cub,2000,20000,Đã sử dụng,Xe số,Dưới 50 cc,Nhật Bản,20.0,25
Hãng khác,Dòng khác,2025,1500,Đã sử dụng,Tay ga,Dưới 50 cc,Trung Quốc,16.0,0
Hãng khác,Dòng khác,2010,30000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,9.0,15
Honda,Wave,2005,60000,Đã sử dụng,Xe số,100 - 175 cc,Trung Quốc,3.8,20
Yamaha,Exciter,2014,99000,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Việt Nam,15.0,11
Honda,SH Mode,2024,6200,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,58.0,1
Honda,Dòng khác,2008,9999,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Nhật Bản,13.8,17
Hãng khác,Dòng khác,2004,18000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,8.0,21
Honda,Winner X,2020,40000,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Việt Nam,18.0,5
Yamaha,Exciter,2014,10000,Đã sử dụng,Xe số,100 - 175 cc,Nhật Bản,22.5,11
Honda,SH Mode,2024,62000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,58.0,1
Honda,Air Blade,2007,60000,Đã sử dụng,Tay ga,50 - 100 cc,Đang cập nhật,7.0,18
Yamaha,Janus,2023,5800,Đã sử dụng,Tay ga,50 - 100 cc,Việt Nam,23.0,2
Honda,SH,2021,35000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,69.0,4
Honda,Dream,1994,20000,Đã sử dụng,Xe số,100 - 175 cc,Thái Lan,16.5,31
Honda,Lead,2009,58408,Đã sử dụng,Tay ga,50 - 100 cc,Việt Nam,8.0,16
KTM,Duke 390,2018,36000,Đã sử dụng,Tay côn/Moto,Trên 175 cc,Đang cập nhật,59.0,7
Honda,Dream,2003,100000,Đã sử dụng,Tay côn/Moto,50 - 100 cc,Hàn Quốc,4.5,22
Honda,Air Blade,2021,11000,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,27.5,4
Hãng khác,Dòng khác,2023,999999,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,188.0,2
Honda,SH,2008,15000,Đã sử dụng,Tay ga,100 - 175 cc,Nước khác,62.0,17
Yamaha,Exciter,2017,4000,Đã sử dụng,Xe số,100 - 175 cc,Việt Nam,28.0,8
Yamaha,Janus,2016,40000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,12.0,9
Honda,SH,2008,24108,Đã sử dụng,Tay ga,100 - 175 cc,Nước khác,42.0,17
Honda,Dòng khác,2012,60000,Đã sử dụng,Tay ga,100 - 175 cc,Nhật Bản,7.0,13
Honda,SH,2011,15555,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,65.0,14
SYM,Shark,2010,20000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,7.5,15
Honda,Air Blade,2022,5800,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,34.5,3
Honda,Air Blade,2018,500000,Đã sử dụng,Tay ga,100 - 175 cc,Nhật Bản,28.0,7
Hãng khác,Dòng khác,2001,99997,Đã sử dụng,Xe số,Trên 175 cc,Trung Quốc,3.7,24
Honda,Wave,2004,99999,Đã sử dụng,Xe số,100 - 175 cc,Nhật Bản,10.0,21
Honda,Spacy,2002,36600,Đã sử dụng,Tay ga,100 - 175 cc,Nhật Bản,50.0,23
Suzuki,Sport / Xipo,1998,2000,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Đang cập nhật,280.0,27
Honda,Air Blade,2018,40000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,25.0,7
Yamaha,Sirius,2018,5000,Đã sử dụng,Xe số,100 - 175 cc,Việt Nam,7.0,7
Yamaha,Exciter,2019,0,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Đang cập nhật,20.5,6
Honda,Wave,2009,70000,Đã sử dụng,Xe số,100 - 175 cc,Đang cập nhật,11.0,16
Honda,SH,2010,22000,Đã sử dụng,Tay ga,100 - 175 cc,Nước khác,110.0,15
Honda,Air Blade,2012,100000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,8.0,13
Honda,SH,2017,32000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,68.8,8
Honda,Winner,2019,26000,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Đang cập nhật,15.0,6
Honda,Wave,2012,56000,Đã sử dụng,Xe số,100 - 175 cc,Đang cập nhật,8.0,13
Honda,Vision,2013,20000,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,6.8,12
Honda,Vario,2018,57000,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,50.0,7
Suzuki,Raider,2016,130000,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Việt Nam,6.0,9
Kawasaki,Max,2001,6689,Đã sử dụng,Xe số,50 - 100 cc,Nhật Bản,8.9,24
Honda,Vision,2024,12000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,29.0,1
Yamaha,Exciter,2022,60000,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Việt Nam,29.0,3
Honda,Air Blade,2013,10000,Đã sử dụng,Tay ga,100 - 175 cc,Nhật Bản,8.0,12
Honda,Wave,2002,180000,Đã sử dụng,Xe số,50 - 100 cc,Thái Lan,15.0,23
Yamaha,Exciter,2013,11111,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Việt Nam,22.5,12
Honda,Dòng khác,2023,9999,Đã sử dụng,Tay ga,Dưới 50 cc,Nhật Bản,13.0,2
Honda,CB,2006,25000,Đã sử dụng,Tay côn/Moto,Trên 175 cc,Đang cập nhật,76.0,19
Honda,SH,2016,8000,Đã sử dụng,Tay ga,50 - 100 cc,Nhật Bản,60.0,9
Honda,Cub,1993,600000,Đã sử dụng,Xe số,50 - 100 cc,Nhật Bản,18.0,32
Suzuki,Raider,2020,20000,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Việt Nam,25.0,5
Suzuki,Satria,2020,28000,Đã sử dụng,Xe số,100 - 175 cc,Đang cập nhật,23.0,5
Honda,Vario,2023,25,Đã sử dụng,Tay ga,100 - 175 cc,Nước khác,45.0,2
Honda,Dream,1995,0,Đã sử dụng,Xe số,100 - 175 cc,Thái Lan,32.0,30
Honda,Blade,2017,58000,Đã sử dụng,Xe số,100 - 175 cc,Nhật Bản,8.8,8
Honda,Wave,2007,99999,Đã sử dụng,Xe số,100 - 175 cc,Nhật Bản,10.0,18
Honda,Air Blade,2012,21345,Đã sử dụng,Tay ga,100 - 175 cc,Nhật Bản,10.6,13
Honda,Winner X,2023,40000,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Việt Nam,21.5,2
Honda,Winner,2021,20000,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Nhật Bản,15.0,4
Honda,Vision,2023,17000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,25.0,2
Honda,Winner,2017,45000,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Việt Nam,25.0,8
SYM,Attila,2008,34000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,4.2,17
Honda,Vario,2019,5000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,37.0,6
Honda,Air Blade,2012,29000,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,9.5,13
Honda,SH,2018,35900,Đã sử dụng,Tay ga,100 - 175 cc,Nước khác,222.222222,7
Hãng khác,Dòng khác,2011,690000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,8.9,14
Honda,ADV 150,2022,9999,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Thái Lan,24.5,3
Honda,Winner,2018,500000,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Việt Nam,14.5,7
Honda,Wave,2002,3030,Đã sử dụng,Xe số,100 - 175 cc,Nhật Bản,31.0,23
Honda,Winner,2018,500000,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Việt Nam,15.0,7
Honda,Wave,2021,999,Đã sử dụng,Xe số,100 - 175 cc,Việt Nam,13.5,4
Honda,Sonic,2019,50000,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Nhật Bản,20.5,6
Suzuki,Dòng khác,2013,400000,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,4.0,12
Suzuki,GSX,2022,100,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Nước khác,25.0,3
Yamaha,Mio,2009,25000,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,5.0,16
Honda,Wave,2015,39000,Đã sử dụng,Xe số,100 - 175 cc,Thái Lan,8.8,10
Honda,SH,2020,42000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,79.0,5
Honda,Winner,2017,55000,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Nhật Bản,15.5,8
Honda,Dòng khác,2021,8300,Đã sử dụng,Tay ga,100 - 175 cc,Nước khác,27.0,4
Suzuki,Hayate,2012,39000,Đã sử dụng,Tay ga,100 - 175 cc,Thái Lan,4.8,13
Piaggio,LX,2010,29686,Đã sử dụng,Tay ga,100 - 175 cc,Nước khác,8.0,15
Honda,SH,2002,50000,Đã sử dụng,Tay ga,100 - 175 cc,Nước khác,20.0,23
SYM,Attila,2008,12345,Đã sử dụng,Tay ga,100 - 175 cc,Đài Loan,2.5,17
Yamaha,Nozza,2014,39000,Đã sử dụng,Tay ga,100 - 175 cc,Thái Lan,7.7,11
Honda,Scoopy,2024,5000,Đã sử dụng,Tay ga,100 - 175 cc,Nước khác,36.0,1
Yamaha,Sirius,2010,25000,Đã sử dụng,Xe số,100 - 175 cc,Đang cập nhật,6.8,15
Piaggio,Vespa,2019,7283,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,48.0,6
Honda,Wave,2009,25000,Đã sử dụng,Xe số,100 - 175 cc,Đang cập nhật,7.7,16
Honda,Vision,2012,1500,Đã sử dụng,Tay ga,50 - 100 cc,Nhật Bản,10.5,13
Honda,Dream,2009,1000,Đã sử dụng,Xe số,100 - 175 cc,Việt Nam,58.5,16
Honda,Wave,2003,11000,Đã sử dụng,Xe số,100 - 175 cc,Nhật Bản,15.0,22
Honda,Air Blade,2023,23,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,35.6,2
Honda,SH,2010,9999,Đã sử dụng,Tay ga,100 - 175 cc,Nhật Bản,128.0,15
Honda,Vision,2023,3000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,33.5,2
Honda,Wave,2018,20,Đã sử dụng,Xe số,100 - 175 cc,Đang cập nhật,11.5,7
Honda,Wave,2018,12345,Đã sử dụng,Xe số,100 - 175 cc,Nhật Bản,14.5,7
Hãng khác,Dòng khác,2009,350000,Đã sử dụng,Xe số,100 - 175 cc,Trung Quốc,3.55,16
Honda,Air Blade,2010,25000,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,6.8,15
Honda,SH,2018,60000,Đã sử dụng,Tay ga,100 - 175 cc,Nhật Bản,69.0,7
Honda,Future,2000,50000,Đã sử dụng,Xe số,100 - 175 cc,Đang cập nhật,16.0,25
Honda,Winner X,2017,20000,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Việt Nam,16.2,8
SYM,Shark,2012,22222,Đã sử dụng,Tay ga,100 - 175 cc,Đài Loan,6.4,13
Yamaha,MT,2018,41000,Đã sử dụng,Tay côn/Moto,Trên 175 cc,Nhật Bản,54.0,7
Hãng khác,Dòng khác,2011,198999,Đã sử dụng,Xe số,100 - 175 cc,Nước khác,2.9,14
Honda,Vision,2014,22222,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,10.0,11
Honda,Air Blade,2013,19000,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,12.4,12
Honda,Wave,2009,69999,Đã sử dụng,Xe số,50 - 100 cc,Việt Nam,6.8,16
Yamaha,Sirius,2023,21000,Đã sử dụng,Xe số,100 - 175 cc,Việt Nam,17.0,2
Honda,Lead,2016,10000,Đã sử dụng,Tay ga,100 - 175 cc,Nhật Bản,20.5,9
Yamaha,R,2020,30000,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Việt Nam,29.99,5
Honda,Wave,2010,39000,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,6.6,15
Honda,Wave,2010,90000,Đã sử dụng,Xe số,100 - 175 cc,Nhật Bản,7.8,15
Yamaha,Nouvo,2012,69000,Đã sử dụng,Tay ga,100 - 175 cc,Nhật Bản,7.5,13
Yamaha,Exciter,2017,70000,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Đang cập nhật,17.5,8
Yamaha,Exciter,2020,10542,Đã sử dụng,Xe số,100 - 175 cc,Việt Nam,260.0,5
Honda,Future,2004,46000,Đã sử dụng,Xe số,100 - 175 cc,Việt Nam,14.5,21
Honda,Lead,2011,50000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,7.0,14
Honda,Lead,2009,143701,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,10.0,16
Honda,Cub,2000,780000,Đã sử dụng,Xe số,50 - 100 cc,Việt Nam,9.7,25
Piaggio,Vespa,2008,40000,Đã sử dụng,Tay ga,100 - 175 cc,Nước khác,11.5,17
Honda,Vision,2014,54000,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,10.6,11
SYM,Elegant,2012,25000,Đã sử dụng,Xe số,100 - 175 cc,Đang cập nhật,5.7,13
Honda,Dream,1998,80000,Đã sử dụng,Xe số,50 - 100 cc,Nhật Bản,12.0,27
Honda,Cub,1999,40000,Đã sử dụng,Xe số,50 - 100 cc,Nhật Bản,8.5,26
Honda,Wave,2024,120000,Đã sử dụng,Xe số,100 - 175 cc,Nhật Bản,17.0,1
Yamaha,Nouvo,2011,198999,Đã sử dụng,Tay ga,100 - 175 cc,Nước khác,2.5,14
Yamaha,Nvx,2019,53000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,28.0,6
Suzuki,Dòng khác,2004,50000,Đã sử dụng,Xe số,100 - 175 cc,Nước khác,7.0,21
Honda,Air Blade,2016,123123,Đã sử dụng,Tay ga,100 - 175 cc,Nhật Bản,15.0,9
Yamaha,Jupiter,2007,69000,Đã sử dụng,Xe số,100 - 175 cc,Đang cập nhật,7.9,18
Honda,Air Blade,2023,220000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,30.0,2
Honda,Vision,2016,40000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,19.5,9
Honda,Vario,2018,49000,Đã sử dụng,Tay ga,100 - 175 cc,Nước khác,51.0,7
Honda,Blade,2016,417709,Đã sử dụng,Xe số,100 - 175 cc,Nhật Bản,11.0,9
Yamaha,Dòng khác,2011,198999,Đã sử dụng,Xe số,100 - 175 cc,Đang cập nhật,2.5,14
Honda,Wave,2019,35000,Đã sử dụng,Xe số,100 - 175 cc,Việt Nam,12.0,6
Honda,Wave,1998,49000,Đã sử dụng,Xe số,50 - 100 cc,Thái Lan,30.5,27
Yamaha,Sirius,2010,40500,Đã sử dụng,Xe số,100 - 175 cc,Việt Nam,7.5,15
Honda,Lead,2013,90000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,8.5,12
Yamaha,Sirius,2015,25000,Đã sử dụng,Xe số,100 - 175 cc,Nước khác,8.8,10
Yamaha,Nouvo,2015,1000,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,2.9,10
Honda,Wave,2009,100000,Đã sử dụng,Xe số,50 - 100 cc,Đang cập nhật,2.0,16
Honda,Vario,2023,2600,Đã sử dụng,Tay ga,100 - 175 cc,Ấn Độ,30.0,2
Honda,SH,2021,50000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,82.0,4
Hãng khác,Dòng khác,2007,15846,Đã sử dụng,Xe số,Dưới 50 cc,Đài Loan,3.6,18
Honda,SH,2021,50325,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,80.0,4
Yamaha,Nouvo,2015,100000,Đã sử dụng,Tay ga,100 - 175 cc,Nhật Bản,3.0,10
Piaggio,Fly,2016,600000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,8.0,9
Yamaha,Sirius,2008,30000,Đã sử dụng,Xe số,100 - 175 cc,Nhật Bản,6.2,17
Honda,Wave,2009,1,Đã sử dụng,Xe số,50 - 100 cc,Việt Nam,6.8,16
Yamaha,Exciter,2017,66000,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Việt Nam,14.0,8
SYM,Dòng khác,2011,198999,Đã sử dụng,Xe số,Trên 175 cc,Nước khác,2.2,14
Yamaha,Exciter,2016,25000,Đã sử dụng,Xe số,100 - 175 cc,Việt Nam,21.75,9
Yamaha,MT,2017,38000,Đã sử dụng,Tay côn/Moto,Trên 175 cc,Nhật Bản,54.0,8
Hãng khác,Dòng khác,2004,100000,Đã sử dụng,Xe số,100 - 175 cc,Trung Quốc,4.0,21
Kawasaki,Z650,2020,39000,Đã sử dụng,Tay côn/Moto,Trên 175 cc,Đang cập nhật,29.5,5
Yamaha,Exciter,2017,60000,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Việt Nam,25.0,8
Suzuki,Raider,2018,50000,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Nước khác,18.7,7
Honda,Winner,2022,270000,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Việt Nam,25.0,3
Honda,Air Blade,2015,30000,Đã sử dụng,Tay ga,100 - 175 cc,Nhật Bản,10.0,10
Suzuki,Satria,2024,600,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Việt Nam,39.9,1
Yamaha,Sirius,2015,0,Đã sử dụng,Xe số,100 - 175 cc,Việt Nam,8.2,10
Honda,Wave,2009,0,Đã sử dụng,Xe số,100 - 175 cc,Việt Nam,7.0,16
Yamaha,Exciter,2016,24958,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Việt Nam,22.6,9
Honda,Vision,2019,160000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,23.5,6
Nioshima,Nio Fi 50cc,2021,6000,Đã sử dụng,Tay ga,Dưới 50 cc,Đang cập nhật,9.8,4
Nioshima,Nio Fi 50cc,2021,4000,Đã sử dụng,Tay ga,Dưới 50 cc,Đang cập nhật,9.8,4
Honda,Dream,1992,500000,Đã sử dụng,Xe số,50 - 100 cc,Thái Lan,30.0,33
Honda,Air Blade,2023,16000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,35.0,2
Yamaha,Nouvo,2010,79797,Đã sử dụng,Tay ga,100 - 175 cc,Nhật Bản,4.7,15
Suzuki,Raider,2018,50000,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Nước khác,18.0,7
Yamaha,Janus,2017,72000,Đã sử dụng,Tay ga,100 - 175 cc,Nhật Bản,10.0,8
Yamaha,Exciter,2021,10000,Đã sử dụng,Xe số,Không biết rõ,Nhật Bản,25.0,4
Honda,Air Blade,2008,20000,Đã sử dụng,Tay ga,100 - 175 cc,Nước khác,6.3,17
Yamaha,Nouvo,2010,20000,Đã sử dụng,Tay ga,100 - 175 cc,Nhật Bản,3.7,15
Honda,Air Blade,2009,200000,Đã sử dụng,Tay ga,100 - 175 cc,Thái Lan,14.3,16
Honda,Click,2014,123456,Đã sử dụng,Tay ga,100 - 175 cc,Thái Lan,31.0,11
Piaggio,Vespa,2010,30000,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,9.7,15
Honda,Air Blade,2022,8190,Đã sử dụng,Tay ga,100 - 175 cc,Ấn Độ,37.0,3
Yamaha,Nozza,2012,84000,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,7.0,13
Honda,Air Blade,2009,20000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,14.3,16
Yamaha,Exciter,2020,32000,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Việt Nam,24.5,5
Honda,Future,2001,51000,Đã sử dụng,Xe số,100 - 175 cc,Việt Nam,12.5,24
Honda,Air Blade,2023,7200,Đã sử dụng,Tay ga,100 - 175 cc,Nhật Bản,46.0,2
Suzuki,Raider,2016,56000,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Nhật Bản,13.5,9
Honda,Winner,2022,100000,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Nhật Bản,3.5,3
Yamaha,Sirius,2013,14000,Đã sử dụng,Xe số,100 - 175 cc,Việt Nam,7.5,12
Honda,Winner,2016,6149,Đã sử dụng,Tay côn/Moto,Trên 175 cc,Nhật Bản,16.0,9
Honda,Air Blade,2024,50000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,45.0,1
Yamaha,Sirius,2015,950000,Đã sử dụng,Xe số,Trên 175 cc,Việt Nam,8.0,10
Honda,Vision,2012,25000,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,9.8,13
Yamaha,Sirius,2012,25000,Đã sử dụng,Xe số,100 - 175 cc,Đang cập nhật,6.6,13
Piaggio,GTS,2016,26000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,32.0,9
Hãng khác,Dòng khác,2009,25000,Đã sử dụng,Xe số,100 - 175 cc,Đang cập nhật,3.2,16
Daelim,Dòng khác,2021,47625,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Hàn Quốc,28.0,4
Suzuki,Raider,2017,43000,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Đang cập nhật,20.0,8
Honda,Air Blade,2016,70000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,22.5,9
Honda,Winner,2018,48000,Đã sử dụng,Xe số,100 - 175 cc,Việt Nam,16.8,7
Suzuki,Satria,2020,28000,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Nước khác,25.0,5
Honda,Winner,2016,60000,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Việt Nam,15.0,9
Honda,Blade,2021,13000,Đã sử dụng,Xe số,50 - 100 cc,Việt Nam,15.0,4
Piaggio,LX,2012,50000,Đã sử dụng,Tay ga,100 - 175 cc,Nước khác,9.5,13
Honda,67,2007,5489,Đã sử dụng,Xe số,50 - 100 cc,Việt Nam,2.5,18
Piaggio,Liberty,2024,6000,Đã sử dụng,Tay ga,100 - 175 cc,Nước khác,48.0,1
Yamaha,Sirius,2017,35400,Đã sử dụng,Xe số,100 - 175 cc,Việt Nam,12.0,8
Yamaha,Exciter,2021,100000,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Nhật Bản,25.0,4
Honda,Winner X,2022,22000,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Việt Nam,20.5,3
Honda,PCX,2017,48000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,35.0,8
Honda,Blade,2018,25000,Đã sử dụng,Xe số,100 - 175 cc,Đang cập nhật,9.3,7
Honda,SH,2021,15000,Đã sử dụng,Tay ga,Trên 175 cc,Thái Lan,103.0,4
Honda,Air Blade,2007,70000,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,7.5,18
Honda,SH Mode,2019,4300,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,45.0,6
Honda,Future,2001,44,Đã sử dụng,Xe số,100 - 175 cc,Việt Nam,13.8,24
Yamaha,Exciter,2012,20000,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Việt Nam,16.0,13
Yamaha,Exciter,2014,25000,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Việt Nam,19.5,11
Honda,Air Blade,2018,37000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,25.0,7
Hãng khác,Dòng khác,2010,1400,Đã sử dụng,Xe số,50 - 100 cc,Trung Quốc,4.4,15
Honda,Wave,2018,23000,Đã sử dụng,Xe số,100 - 175 cc,Việt Nam,10.0,7
Honda,SH,2022,10325,Đã sử dụng,Tay ga,Trên 175 cc,Việt Nam,105.0,3
Honda,Winner X,2021,20000,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Việt Nam,21.95,4
Honda,Future,2000,24647,Đã sử dụng,Xe số,100 - 175 cc,Đang cập nhật,9.0,25
Honda,Air Blade,2013,20000,Đã sử dụng,Tay ga,Trên 175 cc,Việt Nam,15.0,12
Honda,SH,2013,3000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,35.5,12
Honda,Air Blade,2019,25000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,23.8,6
Honda,Dream,2023,28000,Đã sử dụng,Xe số,50 - 100 cc,Thái Lan,45.0,2
Honda,Future,2021,19500,Đã sử dụng,Xe số,100 - 175 cc,Việt Nam,23.8,4
Honda,Vario,2025,2300,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,50.0,0
Piaggio,Vespa,2021,15000,Đã sử dụng,Tay ga,100 - 175 cc,Nước khác,59.5,4
Piaggio,Vespa,2025,17431,Đã sử dụng,Tay ga,50 - 100 cc,Việt Nam,9.0,0
Piaggio,Liberty,2012,33000,Đã sử dụng,Tay ga,100 - 175 cc,Nước khác,8.5,13
Honda,Vision,2016,16000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,16.5,9
Yamaha,Mio,2010,59110,Đã sử dụng,Tay ga,100 - 175 cc,Nhật Bản,7.2,15
Honda,Air Blade,2009,20000,Đã sử dụng,Tay ga,100 - 175 cc,Thái Lan,32.0,16
Piaggio,Fly,2012,61700,Đã sử dụng,Tay ga,50 - 100 cc,Nước khác,5.2,13
Yamaha,Sirius,2014,274922,Đã sử dụng,Xe số,100 - 175 cc,Việt Nam,10.0,11
Hãng khác,Dòng khác,2015,100000,Đã sử dụng,Xe số,Dưới 50 cc,Đài Loan,4.5,10
Yamaha,Sirius,2016,999999,Đã sử dụng,Xe số,100 - 175 cc,Nhật Bản,10.0,9
Hãng khác,Dòng khác,2011,1000,Đã sử dụng,Xe số,50 - 100 cc,Trung Quốc,5.5,14
Honda,Air Blade,2011,59000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,9.999,14
